indicator,type,source,date_added,context
23c1e673f315dafa14b73034a90dd3d393a984451ff6601b8be8142be6487b43,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper — Trojan:JS/CryptoBandits.A/B family
cf9fc891ea5ca5ecd8113ef3e69f6f52ff538b6cccbdaa9559106fc72bc6da30,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
100407796028bf3649752d9d2a67a0e4394d752eb8de86daa42920e814f3fae8,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
d14b80cbd1a19d4ad0473a0661297f8fdf598e81ff6c4ab24e212dcad2e54b3f,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
9d90f54ae36c6c5435d5b8bed40faf54cc91f6db28574a6310b5ffaeb0362e96,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
67fc5cf395e28294bbb91ed0e954fdf2e80ebd9119022a115a42c286dc8bacf5,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
0020d23b0f9c5e6851a7f737af73fd143175ee47054931166369edd93338538a,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
35a6bc44b176a050fd6824904b7604f0f45b0fdfa26bf9500b9e05973b387cfd,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
c824630154ac4fdfce94ded01f037c305eab51e9bef3f493c60ff3184a640502,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
d43bf94f0cb0ab97c88113b7e07d1a4024d1610617b5ad05882b1dbab89e15ba,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
b2777b73a4c33ac6a409d475057843be6b5d32262ef28a1f1ff5bb52e3834c5f,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
7787a9a7d8ae393aa32f257d083903c4dc9b97a1e5b0458c4cd480d4f3cb5b05,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
f3b54984caca95fd496bcfe5d7db1611b08d2f5b7d250b43b430e5d76393f9e0,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
20db98af3037b197c8a846dbf17b87fc6f049c3e0d9a188f9b9a74d3916dd5e1,SHA256,https://www.microsoft.com/en-us/security/blog/2026/06/17/crypto-clipper-uses-tor-worm-like-propagation-for-persistence-control/,2026-06-22,CryptoBandits USB LNK worm and Tor-backed crypto clipper
a5101caf0a1789d6a4bc30e644d6b152,MD5,https://www.bleepingcomputer.com/news/security/arystinger-botnet-infected-thousands-of-d-link-routers-worldwide/,2026-06-24,AryStinger botnet Standard version V1.0.102 ELF sample; spreads via CVE-2013-3307 (D-Link DIR-850L) and CVE-2016-5681 (D-Link DIR-818LW); converts compromised routers to SOCKS5 proxies and reconnaissance infrastructure
a5101caf0a1789d6a4bc30e644d6b152,MD5,AMOS MaaS Operators,AMOS (Atomic macOS Stealer),AMOS stealer sample from ClickFix DMG campaign (Unit 42 2026-06-23)
